2961_13488_000000	subito ouço bater á porta da sala vou abrir era um anjinho de cinco annos entra sára disse sabina
2961_13488_001133	já me não lembra onde estava ah nas estradas escusas disse eu commigo que já agora seria o que deus quisesse era a nossa sorte amar nos se assim não fora como explicariamos a valsa e o resto virgilia pensava a mesma cousa
2961_13488_001134	o collo de leite os cabellos postos em bandós á maneira do tempo e os brilhantes menos luzidios que os olhos della via-a assim e doía-me que a vissem outros
2961_13488_001135	eu fui andando vexado nhã loló vexadissima capitulo cxxii uma intenção mui fina o que vexava a nhã loló era o pae
2961_13488_001136	uma conversa sem palavras entre a vida e a vida o mysterio e o mysterio capitulo xci
2961_13488_001137	uma carapuça de algodão branco cobria-lhe o craneo rapado pelo tempo então disse o sujeito magro fiz-lhe signal para que não insistisse e elle calou-se por alguns instantes
2961_13488_001138	e recitou me um poemasinho depois outro uma egloga e emfim cinco sonetos com os quaes rematou nesse dia a confidencia litteraria no dia seguinte
2961_13488_001139	ella derreou os cantos da boca e moveu a cabeça a um e outro lado mas esse gesto de indifferença era desmentido por alguma cousa menos definivel menos clara uma expressão de gosto e de esperança
2961_13488_001140	imaginem se resisti mas toda a resistencia era inutil tres dias depois segui barra fóra abatido e mudo não chorava sequer tinha uma idéa fixa malditas idéas fixas a dessa occasião era dar um mergulho no oceano repetindo o nome de marcella
2961_13488_001141	a casa resgatava me tudo o mundo vulgar terminaria á porta dalli para dentro era o infinito um mundo eterno superior excepcional nosso somente nosso sem leis sem instituições sem baronezas sem olheiros sem escutas
2961_13488_001142	vou disse elle e recitou me o terceiro soneto com pausa com amor fiquei só mas a musa do capitão varrera me do espirito os pensamentos máus preferi dormir que é modo interino de morrer
2961_13488_001143	vamos continuou entreguemol a á cova que nunca mais se abre effectivamente poucas horas depois era o cadaver lançado ao mar com as ceremonias do costume
2961_13488_001144	deve ser um vinho hem energico a politica dizia eu commigo ao sair da casa de lobo neves e fui andando fui andando até que na rua dos barbonos vi uma sege e dentro um dos ministros meu antigo companheiro de collegio
2961_13488_001145	era um modo que o prudencio tinha de se desfazer das pancadas recebidas transmittindo as a outro eu em criança montava o punha lhe um freio na boca e desancava o sem compaixão
2961_13488_001146	morre-se em qualquer parte accresce que eu não sabia ou não me lembrava do tal becco das escadinhas mas pelo nome parecia-me algum recanto estreito e escuro da cidade tinha de lá ir chamar a attenção dos visinhos bater á porta etc que massada não vou
2961_13488_001147	mas cuja solução entreguei ao destino pobre destino onde andarás agora grande procurador dos negocios humanos talvez estejas a criar pelle nova outra cara outras maneiras outro nome e não é impossivel que
2961_13488_001148	correm annos torno a vel-a damos tres ou quatro giros de valsa e eis nos a amar um ao outro com delirio a belleza de virgilia chegára é certo a um alto gráu de apuro
2961_13488_001149	meu tio conego morreu nesse intervallo item dous primos e eu não me dei por abalado levei os ao cemiterio como quem leva dinheiro a um banco
2961_13488_001150	foi virgilia quem me deu noticia da vira volta politica do marido certa manhã de outubro entre onze e meio dia falou-me de reuniões de conversas de um discurso de maneira que desta vez fica você baroneza interrompi eu
2961_13488_001151	diz que o homem tem uma grande vantagem sobre o resto do universo sabe que morre ao passo que o universo ignora o absolutamente vês
2961_13488_001152	e fazia um discurso na camara dos deputados e o pae a ouvil-o de uma tribuna com os olhos rasos de lagrimas de bacharel passava outra vez á escola pequenino lousa e livros debaixo do braço ou então caía no berço para tornar a erguer-se homem
2961_13488_001153	foi muito melhor assim mas depois que ia acontecer em casa de virgilia matal a hia o marido espancal a hia encerral a hia expulsal a hia
2961_13488_001154	entendi abri-a e tirei este bilhete meu b desconfiam de nós tudo está perdido esqueça me para sempre não nos veremos mais adeus esqueça-se da infeliz v
2961_13488_001155	se o leitor ainda se lembra do cap xxxiii observará que é agora a segunda vez que eu comparo a vida a um enxurro mas tambem ha de reparar que desta vez accrescento lhe um
2961_13488_001156	é fugirmos insinuei nunca respondeu ella abanando a cabeça vi que era impossivel separar duas cousas que no espirito della estavam inteiramente ligadas o nosso amor e a consideração publica
2961_13488_001157	o mesmo direi do individuo que estripa a outro é uma manifestação da força de humanitas nada obsta e ha exemplos que elle seja egualmente estripado
2961_13488_001158	e se não conto a historia dispenso me outrosim de descrever lhe a figura aliás mui diversa da que me appareceu no passeio publico calo me
2961_13488_001159	já estava cançado das cortinas do outro das cadeiras do tapete do canapé de todas essas cousas que me traziam aos olhos constantemente a nossa duplicidade
2961_13488_001160	leitor ignaro se não guardas as cartas da juventude não conhecerás um dia a philosophia das folhas velhas não gostarás o prazer de ver-te ao longe na penumbra
2961_13488_001161	bons olhos o vejam explodiu ella onde se mette o senhor que não apparece em parte nenhuma pois olhe hontem admirou me não o ver no theatro a candiani esteve deliciosa que mulher gosta da candiani
2961_13488_001162	positivamente era um diabrete virgilia um diabrete angelico se querem mas era-o e então e então appareceu o lobo neves
2961_13488_001163	a tristeza murchára todos os rostos o do viuvo trazia a expressão de um cabeço rijamente lascado pelo raio grande silencio a vaga abriu o ventre acolheu o despojo fechou-se uma leve ruga e a galera foi andando
2961_13488_001164	pois está em suas mãos ver outras muitas disse eu sim acudiu elle dando um bote para mim trabalhando conclui eu fez um gesto de desdem calou-se alguns instantes depois disse-me positivamente que não queria trabalhar
2961_13488_001165	não falo dos annos eu não os sentia acrescentarei até que os deitára fóra certo domingo em que fui á missa na capella do livramento como o damasceno morava nos cajueiros eu acompanhava-os muitas vezes á missa
2961_13488_001166	na verdade as aventuras são a parte torrencial e vertiginosa da vida isto é a excepção eu estava enfarado dellas não sei até se me pungia algum remorso
2961_13488_001167	explico-me o diploma era uma carta de alforria se me dava a liberdade dava-me a responsabilidade guardei o deixei as margens do mondego e vim por alli fóra assaz desconsolado
2961_13488_001168	outras vezes agitava me ia ás gavetas entornava as cartas antigas dos amigos dos parentes das namoradas até as de marcella e abria as todas lia as uma a uma e recompunha o preterito
2961_13488_001169	eu fugi ao expectaculo tinha-lhe repugnancia meia hora depois encontrei o capitão sentado n'um mólho de cabos com a cabeça nas mãos disse-lhe alguma cousa de conforto
2961_13488_001170	que ella amara me a tonta devia de sentir alguma cousa uma lembrança qualquer como do alferes duarte nisto o dente do ciume enterrava se me no coração
2961_13488_001171	e agora sinto que se alguma dama tem seguido estas paginas fecha o livro e não lê as restantes para ella extinguiu-se o interesse da minha vida que era o amor cincoenta annos não é ainda a invalidez mais já não é a frescura
2961_13488_001172	os gregos faziam na sair de um poço que concepção mesquinha um poço mas é por isso mesmo que nunca atinaram com ella gregos sub gregos anti gregos toda a longa serie dos homens tem-se debruçado sobre o poço para ver sair a verdade que não está la
2961_13488_001173	a razão principal poderia ser justamente o meu desastre mas não foi a principal razão foi a reflexão que me fez o quincas borba cuja visita recebi naquelle dia
2961_13488_001174	antes daquelle interesse de segurança havia outro o do desvanecimento que é mais intimo mais immediato o primeiro era reflexivo suppunha um syllogismo anterior
2961_13488_001175	nhã loló observava imitava adivinhava ao mesmo tempo dava-se ao esforço de mascarar a inferioridade da familia
2961_13488_001176	que importuno dizia ella fazendo uma careta de raiva estremeci fitei a vi que a indignação era sincera então occorreu me que talvez eu tivesse provocado alguma vez aquella mesma careta e comprehendi logo toda a grandeza da minha evolução
2961_13488_001177	ambos tinham o bico aberto respirando a custo esfalfados os apostadores ao contrario vinham alegres sem embargo das fortes commoções da luta biographavam os contendores relembravam as proezas de ambos
2961_13488_001178	era dessas figuras talhadas em pentelico de um lavor nobre rasgado e puro tranquillamente bella como as estatuas mas não apathica nem fria
2961_13488_001179	disse isto com o tom ingenuo e preguiçoso de quem não cuida em mal e o sorriso que lhe derreava os cantos da boca trazia a mesma expressão de
2961_13488_001180	supponhamos que não disse nada capitulo cix o philosopho sabido que reli a carta antes e depois do almoço sabido fica que almocei e só resta dizer que essa refeição foi das mais parcas da minha vida
2961_13488_001181	ia fechar a janella proxima se havia alguma brisa ou abril a se estava calor mas com cuidado combinando de modo que lhe não désse um golpe de ar então hoje está mais fortesinho qual passei mal a noite o diabo da asthma não me deixa
2961_13488_001182	não importa a edade do adulado a mulher ha de ter sempre para elle uns ares de mãe ou de irmã ou ainda de enfermeira outro officio feminil em que o mais habil dos homens carecerá sempre de um quid um fluido alguma cousa
2961_13488_001183	então afastando me respondi você é que nunca me teve amor eu sim é uma egoista prefere ver-me padecer todos os dias é uma egoista sem nome
2961_13488_001184	um cainho sem nome e tratar de cousas alegres o nosso filho por exemplo lá me escapou a decifração do mysterio esse doce mysterio de algumas semanas antes quando virgilia me pareceu um pouco differente do que era
2961_13488_001185	tinha uma aza de frango no prato e trincava a com philosophica serenidade eu fiz-lhe ainda alguma objecções mas tão frouxas que elle não gastou muito tempo em
2961_13488_001186	cançado perguntei eu muito aturei duas massadas de primeira ordem uma na camara e outra na rua e ainda temos terceira accrescentou olhando para a mulher que é perguntou virgilia um adivinha
2961_13488_001187	capitulo cxliv utilidade relativa mas a noite que é boa conselheira ponderou que a cortezia mandava obedecer aos desejos da minha antiga dama
